"zone","communes","pop_u5","elevation","ruggedness","temp_min_cold","temp_mean","temp_seasonality","precip_annual","precip_seasonality","frac_crop","frac_tree","frac_grass","frac_built","frac_water_perm","pop_dens","cattle_density","travel_time","travel_time_healthcare","nightlights"
"Highland (>800 m)",624,1666618.57360268,1254.32790159731,40.8698577475288,8.95548004254929,18.7305671921937,244.795524135715,1360.12130981346,98.7562005791666,0.291551530203104,0.0981459713158969,0.492166661231503,0.070753663801556,0.00853985159269305,2368.39811547394,2184.04433807778,199.827649213604,54.879101516878,6.42090415336415
"Lowland",1077,2500903.69354248,232.117970715861,27.5604860741419,14.4239946698317,23.9605988450058,229.96367182033,1591.78417642362,85.2150747149991,0.0751197632588045,0.304973041467745,0.405634670066545,0.00603325822213622,0.0160342247565518,156.533701815243,1531.35284038164,389.614450898403,80.863206372336,0.513137120910762
