"ADM3_PCODE","ADM3_EN","ADM2_EN","ADM1_EN","est","lower","upper","pop_u5","n_stunted","cum_share"
"MG42412170","Ambolidibe Est","Befandriana Nord","Sofia",0.296218924205836,0.207432274302061,0.396030037270852,4527.90576171875,1341.25137364173,0.555312793561186
"MG54509091","Ankilizato","Mahabo","Menabe",0.327487060820979,0.242643553345074,0.418465863390836,4090.62744140625,1339.62755769978,0.556102266822552
"MG23211072","Tanakambana","Ikongo","Fitovinany",0.408377425385323,0.323627505022862,0.500615965987225,3275.30053710938,1337.55880070789,0.556890520917949
"MG24216151","Zazafotsy","Ihosy","Ihorombe",0.35485084931275,0.275562478907576,0.442487631407503,3763.4677734375,1335.46973576546,0.557677543879436
"MG33313130a","Ambohidava","Ambatondrazaka","Alaotra Mangoro",0.400965514069128,0.312664014783439,0.503771074774746,3328.43334960938,1334.58698907095,0.558464046618038
"MG72716030","Ampondra","Vohemar","Sava",0.308498717306792,0.198207099735758,0.450841845495746,4321.6171875,1333.21335903474,0.559249739844939
"MG32304130","Saromaona","Mananara-Avaratra","Analanjirofo",0.345425406657789,0.238578361124563,0.469138106927293,3851.921875,1330.55168008591,0.560033864483355
"MG33312090","Ambohijanahary","Amparafaravola","Alaotra Mangoro",0.424505697395191,0.329670000341701,0.530429965511478,3133.8291015625,1330.32830827614,0.560817857483637
"MG33313193","Antanandava","Ambatondrazaka","Alaotra Mangoro",0.451722006526484,0.355173003827955,0.54501722561199,2939.38525390625,1327.78500484889,0.561600351656846
"MG52518151","Ambahita","Bekily","Androy",0.388917743820976,0.295669649000416,0.482690123417985,3407.76684570312,1325.34099309878,0.562381405517847
"MG12109212","Anosiarivo Manapa","Betafo","Vakinankaratra",0.467144144407307,0.365001681067367,0.582117848201368,2835.76513671875,1324.71107853255,0.563162088155738
"MG42411190","Antonibe","Analalava","Sofia",0.263465874937697,0.174907560372267,0.370727777104915,5016.2509765625,1321.61095244711,0.563940943818185
"MG24216232","Ilakaka","Ihosy","Ihorombe",0.374717081473875,0.298409028477379,0.461365875780254,3509.77099609375,1315.1711442979,0.564716004353911
"MG11117312","Alakamisy Fenoarivo","Antananarivo Atsimondrano","Analamanga",0.476956479873005,0.408348797086423,0.553301271979326,2749.87377929688,1311.57011786851,0.565488942722125
"MG25213450","Tovona","Farafangana","Atsimo Atsinanana",0.487583301073184,0.405286002641167,0.551224995393076,2686.76684570312,1310.02264784192,0.566260969130742
"MG13105211","Manalalondo","Arivonimamo","Itasy",0.576033722711227,0.487514757180066,0.673041441433644,2273.59057617188,1309.66484351345,0.567032784677057
"MG71717090a","Antanabe","Ambilobe","Diana",0.265920983641471,0.188388936107316,0.351612795193838,4921.16357421875,1308.64065831683,0.567803996647533
"MG51504110","Befandriana Sud","Morombe","Atsimo Andrefana",0.339449999764218,0.244511993695644,0.45498944496417,3853.98022460938,1308.23358633495,0.568574968721149
"MG25214031","Ampasimalemy","Vangaindrano","Atsimo Atsinanana",0.506383764918974,0.404097999436744,0.606415053135589,2575.42333984375,1304.15256709028,0.569343535756472
"MG25222052","Beharena","Befotaka","Atsimo Atsinanana",0.529735561408672,0.422996581944365,0.638617979963554,2450.68823242188,1298.21670663963,0.570108604653017
"MG11104090","Fihaonana","Ankazobe","Analamanga",0.522748037694136,0.431885458928403,0.613554463739473,2483.32080078125,1298.15107557343,0.570873634871669
"MG11103130","Ambohitrimanjaka","Ambohidratrimo","Analamanga",0.446496476670505,0.361209235297609,0.538966416583005,2901.45385742188,1295.48892456091,0.571637096223638
"MG31308030","Tsaravinany","Mahanoro","Atsinanana",0.35500324741095,0.262312962444726,0.460542285022463,3646.42895507812,1294.49412050605,0.572399971314749
"MG33316012","Bemaitso","Andilamena","Alaotra Mangoro",0.463049364054339,0.359370976799177,0.575297873720445,2791.83325195312,1292.75661186265,0.573161822452144
"MG22203090","Andina","Ambositra","Amoron I Mania",0.546148336093315,0.472778294310341,0.616626767531536,2362.0712890625,1290.04130425528,0.573922073396456
"MG12120010","Mandoto","Mandoto","Vakinankaratra",0.37018346954536,0.274673795560962,0.477587492332564,3469.03466796875,1284.17928936181,0.57467886972087
"MG23211032","Belemoka","Ikongo","Fitovinany",0.426507745904526,0.337808729716777,0.521706342669163,3009.27880859375,1283.48072145158,0.575435254363184
"MG41405019","Ambatoboeny","Ambato Boeni","Boeny",0.3049084234194,0.217291905944393,0.388245244497485,4203.75048828125,1281.75893383037,0.576190624316541
"MG52513070","Marolinta","Beloha","Androy",0.338257445047987,0.243740624336844,0.444812777728105,3781.15258789062,1279.00301371647,0.576944370142933
"MG42409070","Tsiningia","Port-Berge (Boriziny-Vaovao)","Sofia",0.259396761723129,0.179396614770903,0.360788758677102,4928.861328125,1278.53066749799,0.577697837604859
"MG51501001a","Toliara","Toliary-I","Atsimo Andrefana",0.232478043494464,0.158862073766073,0.322926718802371,5487.439453125,1275.70918785683,0.578449642304085
"MG11107310","Ambohibary Vohilena","Anjozorobe","Analamanga",0.430601881883571,0.334538190353465,0.530899383584247,2953.25024414062,1271.67511280007,0.579199069630307
"MG71717190","Beramanja","Ambilobe","Diana",0.240714582275414,0.168038085891914,0.325120533135822,5280.6171875,1271.12156044543,0.579948170735423
"MG54509110","Mandabe","Mahabo","Menabe",0.351200287201326,0.256670772604106,0.460966105949594,3613.82983398438,1269.17807559203,0.580696126500317
"MG23210171","Amboanjo","Manakara Atsimo","Fitovinany",0.426896002827896,0.32723378372055,0.52174050973549,2966.0322265625,1266.18730177825,0.58144231973357
"MG52514011a","Ankilivalo","Tsihombe","Androy",0.460683517699477,0.358130524098803,0.560562328489245,2747.81005859375,1265.87080376297,0.58218832644728
"MG11115091","Ambohimiadana","Andramasina","Analamanga",0.523858988184429,0.427557931727859,0.621636771200672,2413.9951171875,1264.593039572,0.58293358014523
"MG41405111","Tsaramandroso","Ambato Boeni","Boeny",0.342034304205037,0.252513626617454,0.425575604509966,3688.3076171875,1261.52772953887,0.583677027385635
"MG72711079","Farahalana","Sambava","Sava",0.319698509583623,0.23721165520427,0.423740125876357,3945.31494140625,1261.31130660558,0.584420347083039
"MG25215031","Andranolalina","Midongy-Atsimo","Atsimo Atsinanana",0.512819775260862,0.413409796405819,0.617199429808836,2457.07666015625,1260.03750066004,0.585162916097368
"MG13112050","Ambatomanjaka","Miarinarivo","Itasy",0.507587517672798,0.431806334800682,0.584387936290366,2475.5751953125,1256.57106820102,0.585903442263502
"MG23207090","Vohilava","Nosy-Varika","Vatovavy",0.423343540645077,0.326992638785568,0.534454005292341,2961.73388671875,1253.83091005202,0.586642353591558
"MG12109390","Alarobia Bemaha","Betafo","Vakinankaratra",0.482369634299356,0.384442223860133,0.581631864355877,2588.83911132812,1248.77737539122,0.58737828675567
"MG12110010","Ambatolampy","Ambatolampy","Vakinankaratra",0.571536140357504,0.466716616957667,0.668650704475258,2181.98852539062,1247.08530010612,0.588113222740988
"MG51520090","Maromiandra","Toliary-II","Atsimo Andrefana",0.294347759625441,0.214131760374889,0.390602483479883,4225.7451171875,1243.83860799229,0.588846245376138
"MG51512172","Mitsinjo","Sakaraha","Atsimo Andrefana",0.32027133788065,0.237601134252566,0.419384832521602,3876.46899414062,1241.52191100628,0.58957790272859
"MG71713231","Anivorano Nord","Antsiranana II","Diana",0.277623040426291,0.193885965031227,0.372459444290876,4468.3017578125,1240.50351954605,0.590308959919586
"MG31309010","Marolambo","Marolambo","Atsinanana",0.436036674819002,0.344947966041894,0.53626205197446,2834.45385742188,1235.92583491813,0.591037319375981
"MG12109490","Andrembesoa","Betafo","Vakinankaratra",0.401483076646334,0.301381256546003,0.507883828859611,3076.35888671875,1235.10603070814,0.591765195702944
"MG11104110","Mahavelona","Ankazobe","Analamanga",0.515245765955378,0.418111834443334,0.614963199245861,2394.10278320312,1233.5513223074,0.592492155804568
"MG14119071","Ambohitromby","Fenoarivobe","Bongolava",0.292616339998173,0.212510242640371,0.378926791240146,4214.08251953125,1233.10940331552,0.59321885547319
"MG33312151","Vohimena","Amparafaravola","Alaotra Mangoro",0.470283224979031,0.380575287642181,0.571230450063205,2620.19287109375,1232.23275348503,0.593945038511948
"MG11102410","Masindray","Antananarivo Avaradrano","Analamanga",0.560428438529298,0.472301578211915,0.657181428077351,2194.3681640625,1229.78632374395,0.594669779813521
"MG72716150","Tsarabaria","Vohemar","Sava",0.333432179001614,0.240351251412035,0.457678698376,3686.14086914062,1229.07798210446,0.59539410367311
"MG72711290","Marojala","Sambava","Sava",0.313005654504397,0.226742852296476,0.412307788273275,3920.5107421875,1227.14203084992,0.596117286632199
"MG52513030","Tranovaho","Beloha","Androy",0.369725295528085,0.274481770160388,0.486047969463736,3318.1484375,1226.80341166074,0.596840270035229
"MG11103010","Ambohidratrimo","Ambohidratrimo","Analamanga",0.464301901747645,0.400925859386653,0.534155306062722,2640.962890625,1226.20409256214,0.597562900245761
"MG13113090","Ampefy","Soavinandriana","Itasy",0.441930654880773,0.344055456167983,0.528144772768763,2773.05151367188,1225.49647145513,0.598285113438936
"MG33312014","Sahamamy","Amparafaravola","Alaotra Mangoro",0.426462892358781,0.329856160677326,0.519867667647393,2870.16186523438,1224.01753058573,0.599006455058319
"MG23206190","Maroharatra","Ifanadiana","Vatovavy",0.489596897177002,0.387428090483556,0.598667914119954,2498.99609375,1223.50073355745,0.599727492117353
"MG12120090","Ankazomiriotra","Mandoto","Vakinankaratra",0.401808847760459,0.314029548650142,0.494729037501719,3040.04907226562,1221.5186148623,0.600447361068355
"MG42412210","Antsakabary","Befandriana Nord","Sofia",0.310100694758956,0.223308036985042,0.416819013541557,3937.93359375,1221.15594333651,0.601167016288704
"MG53519050","Tanandava Sud","Amboasary-Atsimo","Anosy",0.49374339849415,0.389149140168766,0.584030604625821,2466.70849609375,1217.92103595572,0.601884765103899
"MG22203410","Antoetra","Ambositra","Amoron I Mania",0.551787208295727,0.460698580734049,0.632554852507577,2206.841796875,1217.70707424798,0.602602387826551
"MG23210190","Vohimasy","Manakara Atsimo","Fitovinany",0.423056209805556,0.324840756553634,0.523327285382708,2875.10546875,1216.3312224006,0.603319199728135
"MG32304011a","Analampotsy","Mananara-Avaratra","Analanjirofo",0.333855070050039,0.239844886961658,0.450907150711954,3639.94140625,1215.21289316163,0.604035352572636
"MG21219110","Tanamarina Sakay","Ikalamavony","Haute Matsiatra",0.377674131410476,0.27889807781774,0.476414756167275,3216.08422851562,1214.63181754757,0.604751162975943
"MG24218030","Antambohobe","Ivohibe","Ihorombe",0.42147372047897,0.320779165852691,0.525410957410858,2873.35522460938,1211.0437167738,0.605464858829124
"MG25217013","Anandravy","Vondrozo","Atsimo Atsinanana",0.469710566502078,0.390047152344457,0.543954519763575,2575.45288085938,1209.71743166787,0.606177773072057
"MG22203551","Ambinanindrano","Ambositra","Amoron I Mania",0.536713182608313,0.444580944816207,0.621473792080032,2252.98168945312,1209.20497290464,0.606890385311282
"MG72712310","Doany","Andapa","Sava",0.303096679579426,0.202547535348287,0.423048705437275,3981.19140625,1206.68589600452,0.607601513000681
"MG25215052","Soakibany","Midongy-Atsimo","Atsimo Atsinanana",0.45948459362261,0.37221526629995,0.555273763427961,2617.82885742188,1202.85202872603,0.608310381304114
"MG24216210","Analavoka","Ihosy","Ihorombe",0.361021879990709,0.280647347583554,0.449457392070747,3325.36645507812,1200.53004927035,0.60901788121177
"MG12118350","Tsarahonenana Sahanivotry","Antsirabe II","Vakinankaratra",0.574262218467775,0.482311508701707,0.654566560717859,2088.4501953125,1199.31804231961,0.609724666855916
"MG24218010","Ivohibe","Ivohibe","Ihorombe",0.410438679297037,0.32013734076907,0.50172742607533,2917.32299804688,1197.38219840123,0.610430311662818
"MG33314190","Beforona","Moramanga","Alaotra Mangoro",0.414538953608764,0.325024916440059,0.520628581048462,2883.54907226562,1195.34341509651,0.611134754967932
"MG52516072","Maroalopoty","Ambovombe-Androy","Androy",0.50364323319135,0.420424225125703,0.5857069152462,2372.62866210938,1194.95837054723,0.611838971357458
"MG13112112","Alatsinainikely","Miarinarivo","Itasy",0.397608184324637,0.326004924547337,0.470374591863844,3003.16430664062,1194.08270719194,0.612542671698474
"MG33316031","Antanimenabaka","Andilamena","Alaotra Mangoro",0.457850951445848,0.355374815976791,0.562786164612734,2591.50219726562,1186.52174669207,0.613241916191959
"MG51507030","Ankiliabo","Ampanihy Ouest","Atsimo Andrefana",0.307719952039012,0.224865091709139,0.402444328251402,3855.1298828125,1186.30038264322,0.61394103023053
"MG14119032","Morarano Maritampona","Fenoarivobe","Bongolava",0.517495266169166,0.428504589693439,0.603839608237142,2287.45629882812,1183.7478062124,0.614638639977235
"MG21208212","Vohitrarivo","Ambohimahasoa","Haute Matsiatra",0.45731808082877,0.376603173695791,0.537898168317861,2579.30517578125,1179.56289286,0.615333783458466
"MG33314170","Ambohidronono","Moramanga","Alaotra Mangoro",0.444760883275761,0.349371869483681,0.536992998419917,2651.65209960938,1179.35112996229,0.616028802142962
"MG21225190","Fanjakana","Isandra","Haute Matsiatra",0.454886752887376,0.343498056610559,0.563676019830117,2587.73022460938,1177.12419922108,0.616722508446068
"MG22203491","Ambohimitombo I","Ambositra","Amoron I Mania",0.577898769827813,0.48331071725711,0.662288008678869,2025.32458496094,1170.43258615095,0.617412271228035
"MG52516071","Maroalomainty","Ambovombe-Androy","Androy",0.49505694054596,0.403805151546458,0.581777576420557,2362.06762695312,1169.35797276207,0.61810140071567
"MG21205212","Ambinaniroa","Ambalavao","Haute Matsiatra",0.359229705443616,0.275293936390417,0.455169050601352,3251.42309570312,1168.007760942,0.618789734492497
"MG23207112","Vohidroa","Nosy-Varika","Vatovavy",0.470050418108837,0.363900555281933,0.581169634760438,2481.248046875,1166.31168186533,0.619477068731001
"MG53519190","Mahaly","Amboasary-Atsimo","Anosy",0.446125052552021,0.354024751561987,0.543351869989998,2610.71557617188,1164.70562361806,0.620163456482525
"MG32318090","Ambahoabe","Soanierana Ivongo","Analanjirofo",0.345256063450998,0.255884889640761,0.455610172238088,3367.03295898438,1162.48854492871,0.6208485376587
"MG53517130","Ianabinda","Betroka","Anosy",0.404586318579789,0.319644392870984,0.49620192268609,2860.66674804688,1157.3866282759,0.621530612158313
"MG23207152","Androrangavola","Nosy-Varika","Vatovavy",0.46318988305024,0.36359466574707,0.574610024289363,2495.17626953125,1155.74040447391,0.622211716500463
"MG12120150","Vinany","Mandoto","Vakinankaratra",0.368147310830009,0.291341812700182,0.453286337809463,3125.60375976562,1150.68261887788,0.622889840173495
"MG53515031","Ampasy Nahampoana","Taolagnaro","Anosy",0.53405395673625,0.422227192601735,0.64792852783278,2149.732421875,1148.07310582655,0.623566426000603
"MG54510151","Belinta","Belo Sur Tsiribihina","Menabe",0.248548916306705,0.176963739989,0.334632072452691,4616.20068359375,1147.3516773615,0.624242586673362
"MG23209070","Tsiatosika","Mananjary","Vatovavy",0.418824236284737,0.308987770445806,0.532048967970895,2734.49267578125,1145.27180656029,0.624917521630529
"MG32315050","Ambohibe","Vavatenina","Analanjirofo",0.407258454157133,0.323190321394372,0.504264996410126,2809.96459960938,1144.38183907318,0.625591932109432
"MG25213210","Iabohazo","Farafangana","Atsimo Atsinanana",0.495216100198993,0.413492141989182,0.565692650188062,2310.1533203125,1144.02511814691,0.626266132364508
"MG11115110","Alarobia Vatosola","Andramasina","Analamanga",0.538342642631151,0.437663814483632,0.626979667792576,2121.55322265625,1142.1225683674,0.62693921140334
"MG33314250a","Amboasary","Moramanga","Alaotra Mangoro",0.453478275304551,0.359559004922518,0.547524789700379,2516.984375,1141.3977333435,0.627611863280258
"MG23210090","Sorombo","Manakara Atsimo","Fitovinany",0.423707271914935,0.328822816395415,0.516436311035453,2691.64697265625,1140.47039574227,0.628283968655848
"MG24216191","Satrokala","Ihosy","Ihorombe",0.297113626245786,0.212478401505096,0.395863360639684,3829.73681640625,1137.86699308945,0.628954539786511
"MG21205230","Ambohimahamasina","Ambalavao","Haute Matsiatra",0.463565972205767,0.371019906810084,0.548964261852697,2451.291015625,1136.33510281747,0.629624208139084
"MG53515253","Soavary","Taolagnaro","Anosy",0.527824413279746,0.41633266965904,0.651049073717098,2143.51123046875,1131.39755758071,0.630290966682943
"MG51506011","Betioky Atsimo","Betioky Atsimo","Atsimo Andrefana",0.338906890491562,0.244275972127329,0.442686517252899,3338.07055664062,1131.29511259251,0.630957664853619
"MG23210211","Lokomby","Manakara Atsimo","Fitovinany",0.422764228373915,0.330553952402969,0.514671098845086,2674.83544921875,1130.82474471616,0.631624085825711
"MG53519110","Tranomaro","Amboasary-Atsimo","Anosy",0.46599088938449,0.377588668275994,0.564635153514329,2425.27197265625,1130.15464353736,0.632290111891802
"MG53515230a","Tanandava Mandrare","Taolagnaro","Anosy",0.518776589053501,0.406454189520837,0.636646114210781,2175.56689453125,1128.63317280264,0.632955241320274
"MG24216090","Analaliry","Ihosy","Ihorombe",0.38014455757855,0.288233112734767,0.468176911001702,2968.51416015625,1128.46450207826,0.633620271347218
"MG25214313","Vatanato","Vangaindrano","Atsimo Atsinanana",0.494330107930748,0.388411612381133,0.602420274952789,2281.18798828125,1127.6599044574,0.634284827206319
"MG54510011","Belo Sur Tsiribihina","Belo Sur Tsiribihina","Menabe",0.255647090750731,0.179069531340831,0.339121579323424,4403.5537109375,1125.75569516576,0.634948260871188
"MG42409131","Tsinjomitondraka","Port-Berge (Boriziny-Vaovao)","Sofia",0.272041755598447,0.193473348504879,0.355650296805702,4132.70361328125,1124.26794632508,0.635610817771524
"MG33313191","Imerimandroso","Ambatondrazaka","Alaotra Mangoro",0.383448072760643,0.294324068892875,0.488606956462656,2927.17456054688,1122.41944387568,0.636272285306947
"MG21224050","Alakamisy Itenina","Vohibato","Haute Matsiatra",0.474056609470692,0.380250568185734,0.563947115161678,2362.99658203125,1120.19414786857,0.636932441424368
"MG54510070","Masoarivo","Belo Sur Tsiribihina","Menabe",0.230955281656599,0.15895293710652,0.321127818037891,4849.0234375,1119.90757376726,0.637592428657095
"MG72710050","Ampohibe","Antalaha","Sava",0.281537694815906,0.188869266749001,0.388051238173613,3953.83984375,1113.15495528066,0.638248436416789
"MG12118230","Antsoatany","Antsirabe II","Vakinankaratra",0.567653722415125,0.477251163923679,0.648331278887964,1959.95129394531,1112.5736477604,0.638904101598621
"MG71719010","Ambanja","Ambanja","Diana",0.28973265820764,0.199592434604129,0.394283289120649,3839.35913085938,1112.38772679766,0.639559657212964
"MG25214050","Tsiately","Vangaindrano","Atsimo Atsinanana",0.502228744529191,0.405618425390859,0.596649798363372,2213.95263671875,1111.91065318635,0.64021493167688
"MG32304151a","Mahanoro","Mananara-Avaratra","Analanjirofo",0.304196683444462,0.207108912071508,0.413944208371267,3644.65063476562,1108.69063540946,0.640868308510427
"MG52518170","Belindo Mahasoa","Bekily","Androy",0.405243298437067,0.307606522331121,0.496538663213839,2735.650390625,1108.60398766753,0.641521634280472
"MG13105292","Miandrandra","Arivonimamo","Itasy",0.601924461284299,0.508779692052921,0.688380494397763,1838.65270996094,1106.73004193215,0.642173855691291
"MG21219090","Fitampito","Ikalamavony","Haute Matsiatra",0.316687014844144,0.214568717749998,0.414523091470411,3482.65063476562,1102.91023326899,0.642823826001209
"MG51504050a","Tanandava station","Morombe","Atsimo Andrefana",0.296061001801559,0.195836135435214,0.416426398627154,3722.39892578125,1102.05715507185,0.643473293572569
"MG22203290","Ilaka Centre","Ambositra","Amoron I Mania",0.531068097285212,0.452872380421536,0.606359395767794,2061.53149414062,1094.8136080868,0.644118492355467
"MG33313130","Ambatosoratra","Ambatondrazaka","Alaotra Mangoro",0.394147893231665,0.303690357527539,0.503485186930208,2773.20874023438,1093.05438245502,0.644762654386329
"MG32303153","Androndrono","Maroantsetra","Analanjirofo",0.283114177259668,0.18614777431133,0.404877315062496,3847.87890625,1089.3890707378,0.645404656364886
"MG11104130","Fiadanana","Ankazobe","Analamanga",0.375521190778782,0.277960319054366,0.488764160990371,2896.52954101562,1087.70822236811,0.646045667780926
"MG51512011","Sakaraha","Sakaraha","Atsimo Andrefana",0.381079685511791,0.283931134196272,0.492575895075759,2837.87353515625,1081.45595429958,0.646682994591917
"MG43408170","Ambakireny","Tsaratanana","Betsiboka",0.398840762432735,0.311010271993298,0.490977894518872,2708.06005859375,1080.08473848317,0.647319513313961
"MG72712230a","Ambodidivaina","Andapa","Sava",0.348394076684695,0.235156499027778,0.469497685254677,3095.39013671875,1078.41558866104,0.647955048367711
"MG41415050","Mariarano","Mahajanga II","Boeny",0.304534453973146,0.215176008842203,0.403046980793745,3538.72705078125,1077.66431016967,0.648590140675806
"MG12109270","Ambohimasina","Betafo","Vakinankaratra",0.452312216847991,0.367313743344801,0.544113977664805,2379.50732421875,1076.28023282341,0.649224417315359
"MG42410410","Antanambaon'amberina","Mandritsara","Sofia",0.359237750247564,0.250974522199521,0.483572480472421,2986.66943359375,1072.92440805738,0.649856716290369
"MG54502010","Manja","Manja","Menabe",0.418185604575355,0.307444684711187,0.53734074720988,2560.39624023438,1070.72084967488,0.650487716657856
"MG12109150","Manohisoa","Betafo","Vakinankaratra",0.545723106189688,0.45538359286688,0.640032221934502,1961.533203125,1070.45399250358,0.651118559760289
"MG13112071","Manazary","Miarinarivo","Itasy",0.440705231037422,0.365010857310027,0.519621611058214,2423.29077148438,1067.95691931788,0.651747931280191
"MG52518210","Tanandava","Bekily","Androy",0.401802398805104,0.312372171834226,0.492032750984485,2651.82543945312,1065.50982278466,0.652375860669951
"MG11103190","Ampangabe","Ambohidratrimo","Analamanga",0.48695175821001,0.404340805527027,0.57428491063691,2187.11450195312,1065.01925213268,0.653003500955167
"MG25222051a","Inosy","Befotaka","Atsimo Atsinanana",0.493551266850978,0.384789292514452,0.606441297711429,2157.21020507812,1064.69382958017,0.653630949461406
"MG41406052","Marovoay","Marovoay","Boeny",0.354790061596043,0.258467443449127,0.446311928318804,2994.82958984375,1062.53577465032,0.654257126176352
"MG33314230","Lakato","Moramanga","Alaotra Mangoro",0.412830047010713,0.320898899394785,0.51428985938607,2573.4599609375,1062.40159665402,0.654883223817125
"MG21225050","Andoharanomaitso","Isandra","Haute Matsiatra",0.444197237326811,0.358796423509486,0.533706233328315,2387.3662109375,1060.46147538581,0.655508178099913
"MG42412110","Tsarahonenana","Befandriana Nord","Sofia",0.220302179034991,0.146164404956861,0.31273614501757,4772.5830078125,1051.41043624646,0.656127798397635
"MG52513092","Behabobo","Beloha","Androy",0.379211338691041,0.294964775732701,0.485501289425614,2768.29614257812,1049.7692861203,0.656746451527926
"MG12118310","Ambatomena","Antsirabe II","Vakinankaratra",0.567243010416074,0.482283580894185,0.644140340994333,1847.94482421875,1048.23378517265,0.657364199752272
"MG31308110","Ambinanidilana","Mahanoro","Atsinanana",0.403656923472614,0.306768906236179,0.499059679275233,2591.46850585938,1046.06420435137,0.657980669392853
"MG12116070","Ramainandro","Faratsiho","Vakinankaratra",0.561935113822712,0.486263311298483,0.648930480658004,1860.96838378906,1045.74348056497,0.658596950023546
"MG31310211","Andondabe","Toamasina II","Atsinanana",0.368322355646421,0.281874762926914,0.468848628236329,2832.01220703125,1043.09340731317,0.659211668905259
"MG44421070","Betanatanana","Maintirano","Melaky",0.276404903215841,0.188525517442654,0.374178854733118,3770.5166015625,1042.1892763286,0.659825854961835
"MG23212230","Ilakatra","Vohipeno","Fitovinany",0.440317155240679,0.34830734594707,0.534535016872761,2362.89721679688,1040.42418062612,0.660439000807008
"MG53515113","Ankariera","Taolagnaro","Anosy",0.528811062045081,0.430794014387137,0.615831373330574,1964.72253417969,1038.96700992346,0.661051287908047
"MG23210351","Vohimasina Nord","Manakara Atsimo","Fitovinany",0.399374638756006,0.300148014008341,0.512600008317305,2600.24877929688,1038.47341690744,0.661663284123394
"MG52516012","Tsimananada","Ambovombe-Androy","Androy",0.504035492225366,0.402908236381121,0.595354315428633,2054.11889648438,1035.34882907893,0.662273438947432
"MG12118290","Soanindrariny","Antsirabe II","Vakinankaratra",0.58036997015765,0.48756549872886,0.662119574628031,1780.82263183594,1033.53597769469,0.662882525416548
"MG43408150","Andriamena","Tsaratanana","Betsiboka",0.348635850066194,0.263547744419817,0.443932099463249,2964.51342773438,1033.53565891082,0.663491611697797
"MG42410350","Ampatakamaroreny","Mandritsara","Sofia",0.408622874577121,0.299312609717648,0.522711575596581,2526.49829101562,1032.38499428899,0.664100019865979
"MG32305030","Ambodimanga II","Fenerive Est","Analanjirofo",0.423235443808805,0.343131500122707,0.50502817203417,2438.646484375,1032.12162710723,0.664708272825838
"MG23207192","Ambodiara","Nosy-Varika","Vatovavy",0.465941821879951,0.365915889798679,0.569035562519597,2212.31323242188,1030.80925808377,0.665315752376514
"MG25217130","Ivato","Vondrozo","Atsimo Atsinanana",0.39087472610481,0.306810301169151,0.475705261965449,2634.63330078125,1029.81156982948,0.665922643966608
"MG23207171","Ampasinambo","Nosy-Varika","Vatovavy",0.443443419973489,0.325288758812262,0.562058261407099,2322.22045898438,1029.77338226444,0.666529513051893
"MG13113050","Mananasy","Soavinandriana","Itasy",0.427142730325126,0.350036172667873,0.503122751413944,2404.025390625,1026.86196912249,0.667134666374603
"MG25213552","Ambalavato Antevato","Farafangana","Atsimo Atsinanana",0.489870178381945,0.409151257245849,0.569292578314739,2091.86889648438,1024.74418947244,0.667738571641167
"MG42412190","Ankarongana","Befandriana Nord","Sofia",0.280490819488039,0.198090801284059,0.377574897601324,3645.66040039062,1022.57427328066,0.668341198126323
"MG51506050","Masiaboay","Betioky Atsimo","Atsimo Andrefana",0.329123248646059,0.231412308308428,0.429497922720674,3102.5625,1021.12544912744,0.668942970786159
"MG31310170","Ampasimbe Onibe","Toamasina II","Atsinanana",0.384417775988127,0.298921475437802,0.481437697063724,2645.58740234375,1017.01082539119,0.669542318603805
"MG44420010","Antsalova","Antsalova","Melaky",0.239441392082899,0.162995474197881,0.325210017874367,4236.62841796875,1014.42420613641,0.670140142067367
"MG24216152","Antsoha","Ihosy","Ihorombe",0.297524246777813,0.196990825319214,0.389110745049471,3408.42431640625,1014.08887743795,0.670737767914032
"MG31308170","Ambinanindrano","Mahanoro","Atsinanana",0.404124407700736,0.316203832669659,0.503312283850731,2499.15502929688,1009.96954596691,0.671332966144131
"MG13105170","Ambatomirahavavy","Arivonimamo","Itasy",0.525537041032645,0.452892658417177,0.602660721236583,1920.99340820312,1009.55319159029,0.671927919007042
"MG13113190","Ankisabe","Soavinandriana","Itasy",0.387199449285774,0.306107340397617,0.475119622448202,2606.1708984375,1009.10793661961,0.67252260947098
"MG23207151","Ambodilafa","Nosy-Varika","Vatovavy",0.462955513533854,0.363711565187547,0.569306903026351,2178.24633789062,1008.43115196139,0.673116901090189
"MG23210291","Bekatra","Manakara Atsimo","Fitovinany",0.413085106669551,0.32690297949143,0.505410635456885,2437.66088867188,1006.96140822121,0.673710326555684
"MG53515112","Ambatoabo","Taolagnaro","Anosy",0.494020812016691,0.402488749993566,0.584372744237839,2034.39196777344,1005.03197187967,0.674302614960066
"MG51507210","Gogogogo","Ampanihy Ouest","Atsimo Andrefana",0.296746831234354,0.220513382552671,0.375747835470383,3382.7470703125,1003.81947398253,0.674894188811614
"MG31310092","Amboditandroroho","Toamasina II","Atsinanana",0.486253341745747,0.269595488932305,0.703713441620913,2059.73217773438,1001.55165452459,0.675484426185113
"MG53517350","Ambatomivary","Betroka","Anosy",0.387693839044037,0.295091589940102,0.488225640753817,2578.09204101562,999.510400790224,0.676073460600944
"MG42423072","Malakialina","Mampikony","Sofia",0.332182852004136,0.24282122650936,0.424752062995654,3006.11010742188,998.578228921857,0.676661945666502
"MG51504050","Ambahikily","Morombe","Atsimo Andrefana",0.295108254880877,0.195503832303311,0.409990805818854,3382.1767578125,998.108280696709,0.677250153780786
