"ADM3_PCODE","ADM3_EN","ADM2_EN","ADM1_EN","est","lower","upper","pop_u5","n_stunted","cum_share"
"MG31310193","Antenina","Toamasina II","Atsinanana",0.344712977901899,0.215563543484371,0.485540309864039,1888.95776367188,651.148255846245,0.815053610072494
"MG71719091","Antranokarany","Ambanja","Diana",0.250522297816882,0.167404606585628,0.351013662457506,2599.11669921875,651.136687782512,0.815437339864811
"MG21208251","Sahatona","Ambohimahasoa","Haute Matsiatra",0.492741744682573,0.406363019207509,0.5797589209638,1319.86950683594,650.354803551667,0.815820608874808
"MG32315010","Vavatenina","Vavatenina","Analanjirofo",0.405525207881374,0.32681464936443,0.493074931443946,1603.00061035156,650.057155746788,0.816203702474124
"MG33314150","Sabotsy Anjiro","Moramanga","Alaotra Mangoro",0.458113878625736,0.356461397098536,0.569600615334173,1418.16955566406,649.6831556942,0.816586575666626
"MG25213530","Antseranambe","Farafangana","Atsimo Atsinanana",0.510713201686008,0.415593641267355,0.601798735969309,1266.56127929688,646.849566081233,0.816967778959745
"MG42409091","Andranomeva","Port-Berge (Boriziny-Vaovao)","Sofia",0.277266706703466,0.189706988034587,0.37265983781441,2330.79614257812,646.252170449779,0.817348630193908
"MG25213370","Evato","Farafangana","Atsimo Atsinanana",0.45057464062035,0.371975100030285,0.525057792221268,1432.3701171875,645.389650787086,0.817728973125442
"MG25222012","Antondabe","Befotaka","Atsimo Atsinanana",0.507891308226566,0.39219338208757,0.630404892881332,1266.67150878906,643.331449692196,0.818108103111839
"MG42413130","Ambodimanary","Antsohihy","Sofia",0.232817839235386,0.154985603272271,0.327038346979666,2763.03076171875,643.282851684262,0.818487204458315
"MG31308190","Befotaka","Mahanoro","Atsinanana",0.385366928427351,0.294358908119981,0.484528535235226,1668.87316894531,643.128527051275,0.818866214857743
"MG33312052","Anororo","Amparafaravola","Alaotra Mangoro",0.360961050332863,0.26645868052646,0.464119432474528,1780.90148925781,642.83607210186,0.819245052906758
"MG71719172a","Antsahabe Centre","Ambanja","Diana",0.252817678559522,0.142322257174301,0.397022866675071,2542.1416015625,642.698338276616,0.819623809786069
"MG23210330","Mavorano","Manakara Atsimo","Fitovinany",0.426090528461665,0.328609891738796,0.528529853165283,1506.62609863281,641.959110560592,0.820002131021524
"MG23206051","Ranomafana","Ifanadiana","Vatovavy",0.487374895672438,0.398584166283977,0.575895598946188,1316.72961425781,641.740958377711,0.82038032369489
"MG22202090","Ambondromisotra","Ambatofinandrahana","Amoron I Mania",0.421474445153039,0.338222078871438,0.505560718949631,1521.10656738281,641.107546506314,0.820758143084106
"MG32305010","Fenerive Est","Fenerive Est","Analanjirofo",0.382168441970469,0.299572890398027,0.474135674820253,1676.26721191406,640.61642870338,0.821135673046331
"MG51512150","Ambinany","Sakaraha","Atsimo Andrefana",0.391473258091731,0.294377122868108,0.505387938007426,1631.74743652344,638.785485358659,0.821512123991626
"MG51507170","Belafike Haut","Ampanihy Ouest","Atsimo Andrefana",0.295449838193984,0.214543457234403,0.387410371046195,2161.72509765625,638.681330322413,0.821888513555967
"MG23210232","Ambandrika","Manakara Atsimo","Fitovinany",0.416300385326019,0.32871642178454,0.506446726906031,1530.62194824219,637.198506841685,0.822264029258405
"MG32303112","Ambanizana","Maroantsetra","Analanjirofo",0.327644273087788,0.229798564244382,0.444707746970274,1942.3515625,636.400365776242,0.822639074597996
"MG23210410","Ambalavero","Manakara Atsimo","Fitovinany",0.428606146108991,0.340430753362315,0.52561518221653,1483.54650878906,635.857151705528,0.823013799809071
"MG71719172","Ambodimanga Ramena","Ambanja","Diana",0.263823088872297,0.178508610000194,0.353811512095879,2409.70849609375,635.736738721271,0.82338845405801
"MG11107019","Anjozorobe","Anjozorobe","Analamanga",0.494048031373258,0.394895392084543,0.597817528749297,1283.97045898438,634.343077602649,0.82376228699047
"MG32304012","Ambodivoanio","Mananara-Avaratra","Analanjirofo",0.360032334718225,0.265401888928836,0.476215908865699,1759.04760742188,633.314016980605,0.824135513473892
"MG23212250","Sahalava","Vohipeno","Fitovinany",0.413415354211917,0.327591452790705,0.497325902564115,1531.38293457031,633.097218329471,0.824508612192893
"MG14111150","Tsinjoarivo Imanga","Tsiroanomandidy","Bongolava",0.366405796534849,0.303482287807005,0.440336725365045,1723.79089355469,631.606975412424,0.824880832677545
"MG71713210","Ankarongana","Antsiranana II","Diana",0.265741606850514,0.176689305206899,0.381786896449678,2374.85473632812,631.097713668389,0.825252753042564
"MG12118270","Sahanivotry Manandona","Antsirabe II","Vakinankaratra",0.55861939147839,0.466713622307082,0.638581828716541,1128.20886230469,630.239348121172,0.82562416755307
"MG71717210","Betsiaka","Ambilobe","Diana",0.265789181223058,0.189924530117356,0.346069484600599,2370.14526367188,629.958969011056,0.825995416829731
"MG42414151","Mangindrano","Bealanana","Sofia",0.309822763689107,0.212685756728156,0.426572337232996,2031.70373535156,629.468066284102,0.826366376806151
"MG43404031","Maevatanana II","Maevatanana","Betsiboka",0.269989834334496,0.206499849250264,0.34613587893869,2329.25561523438,628.875337679824,0.826736987474001
"MG33314250","Analasoa","Moramanga","Alaotra Mangoro",0.444980220147231,0.345793873657865,0.546787631310673,1412.28149414062,628.437330172555,0.827107340013977
"MG21208211","Isaka","Ambohimahasoa","Haute Matsiatra",0.460092608779863,0.383493365117963,0.537577825303454,1365.435546875,628.226802882477,0.827477568485389
"MG51504030","Befandefa","Morombe","Atsimo Andrefana",0.336442209524333,0.227702390307661,0.460542922088723,1865.06872558594,627.487842950865,0.827847361470757
"MG42411110","Marovatolena","Analalava","Sofia",0.258627065196687,0.167208952007088,0.365165260309324,2422.5810546875,626.545028374923,0.828216598833858
"MG42413051","Ampandriankilandy","Antsohihy","Sofia",0.251784804339713,0.160081326446442,0.359711573490915,2487.54516601562,626.326072911442,0.828585707161481
"MG33312111","Tanambe","Amparafaravola","Alaotra Mangoro",0.347843995118886,0.253069789241426,0.45386984314192,1799.93835449219,626.097748194277,0.828954680932109
"MG13113210","Ambatoasana Centre","Soavinandriana","Itasy",0.363862187482057,0.296601713636147,0.444238158334386,1719.58776855469,625.692967033698,0.829323416155909
"MG14111070","Bevato","Tsiroanomandidy","Bongolava",0.359166896828629,0.280367151906235,0.44197245305031,1738.9580078125,624.576151381311,0.829691493214617
"MG51520250a","Tsifota","Toliary-II","Atsimo Andrefana",0.300555924588483,0.204863872035094,0.40303210636455,2077.83471679688,624.505534448933,0.830059528657146
"MG23206071","Androrangavola","Ifanadiana","Vatovavy",0.425891067654747,0.341314043286719,0.51550696110602,1465.08618164062,623.967118105143,0.830427246798569
"MG72711410","Ambodiampana","Sambava","Sava",0.32668459187324,0.241535994161988,0.438452876087232,1907.91455078125,623.286286350989,0.830794563710215
"MG42423111","Ampasimatera","Mampikony","Sofia",0.30319078356751,0.215777913861997,0.398695992133205,2055.24365234375,623.130933376253,0.831161789068788
"MG51506030","Beantake","Betioky Atsimo","Atsimo Andrefana",0.333984627059559,0.227796904214657,0.450361529146586,1865.30517578125,622.983253485565,0.831528927396212
"MG54509092","Ambia","Mahabo","Menabe",0.334091829633217,0.238726524387878,0.43885672664025,1862.31103515625,622.182901081482,0.831895594057598
"MG23210090a","Manjarivo","Manakara Atsimo","Fitovinany",0.420369306908029,0.317045954258066,0.514398107630608,1478.84289550781,621.660163010482,0.832261952657444
"MG42412030a","Ambodimotso Haut","Befandriana Nord","Sofia",0.231757461691942,0.155269619163119,0.326318298895395,2682.06372070312,621.588280006201,0.832628268894985
"MG52514011b","Behazomanga","Tsihombe","Androy",0.407894569091268,0.304533617762694,0.506671204891364,1522.27648925781,620.928312623584,0.832994196198603
"MG41401001","Mahajanga","Mahajanga I","Boeny",0.225291377695962,0.104301425374948,0.371740135156386,2755.33666992188,620.753594382904,0.833360020536753
"MG23209430","Sandrohy","Mananjary","Vatovavy",0.426382512963784,0.331877373099516,0.518130154627658,1454.06396484375,619.987447340162,0.833725393366868
"MG23206011","Ifanadiana","Ifanadiana","Vatovavy",0.43989429950586,0.34880802246833,0.533368698576227,1406.42541503906,618.678522755846,0.834089994817689
"MG72716232","Ambodisambalahy","Vohemar","Sava",0.369411771241258,0.257630214662801,0.502746910174538,1673.40698242188,618.176237383954,0.834454300260214
"MG53515052","Isaka-Ivondro","Taolagnaro","Anosy",0.53330460928559,0.421863005733666,0.658846637932329,1159.03881835938,618.120744171979,0.834818572999316
"MG54511071","Ankotrofotsy","Miandrivazo","Menabe",0.25249018691958,0.18008568276998,0.346434047064929,2446.02954101562,617.59845602185,0.835182537942025
"MG23209150","Antsenavolo","Mananjary","Vatovavy",0.417468980551165,0.32596067157226,0.517511532400012,1476.59216308594,616.431425013326,0.83554581512658
"MG11103370","Ambohipihaonana","Ambohidratrimo","Analamanga",0.516823485120629,0.416276647407812,0.615580713002827,1181.95886230469,610.864098485523,0.835905811357854
"MG23210510","Anteza","Manakara Atsimo","Fitovinany",0.434763447718829,0.339933758538805,0.532704614754238,1404.03381347656,610.422581460885,0.836265547393014
"MG22223171","Ambatomarina","Manandriana","Amoron I Mania",0.506152817119019,0.417467344034858,0.580550632541722,1203.75561523438,609.284295773717,0.836624612610297
"MG53515071","Manambaro","Taolagnaro","Anosy",0.479135634463613,0.379353697041438,0.570719118214495,1271.11706542969,609.03748162218,0.836983532374336
"MG53519230","Tsivory","Amboasary-Atsimo","Anosy",0.417049238310801,0.317054218397208,0.511133663344832,1459.7216796875,608.775814659435,0.83734229793203
"MG23209170","Marosangy","Mananjary","Vatovavy",0.432344694209458,0.333619416951519,0.536283221569962,1406.77502441406,608.211717751801,0.837700731054471
"MG21208030","Ampitana","Ambohimahasoa","Haute Matsiatra",0.507422735101922,0.420324657119697,0.596312050085723,1197.93872070312,607.861342143677,0.838058957692526
"MG25217170","Andakana","Vondrozo","Atsimo Atsinanana",0.426258242713166,0.347325044894985,0.507407239300643,1422.41442871094,606.315874792177,0.838416273551205
"MG53515090","Ankaramena","Taolagnaro","Anosy",0.49737611070052,0.400229239052358,0.590021890260951,1215.95922851562,604.789071849506,0.838772689629873
"MG23209410","Kianjavato","Mananjary","Vatovavy",0.429127350609844,0.338046494333667,0.523583982949135,1405.341796875,603.070601994247,0.839128092974821
"MG23209290","Andonabe","Mananjary","Vatovavy",0.416737794573677,0.335365499152009,0.508060827695249,1446.01098632812,602.60742937169,0.839483223361513
"MG41403010a","Antsakoamileka","Soalala","Boeny",0.267335728852178,0.178673835163818,0.365840531102303,2252.94580078125,602.292907716308,0.839838168393376
"MG41406033","Anosinalainolona","Marovoay","Boeny",0.340233793433563,0.254938709252284,0.433495331531037,1770.20434570312,602.283339691153,0.840193107786582
"MG23209450","Anosimparihy","Mananjary","Vatovavy",0.415182448961221,0.328753836135356,0.51041486204216,1450.64685058594,602.283112004152,0.840548047045607
"MG25217030a","Andoharano","Vondrozo","Atsimo Atsinanana",0.456401796550734,0.376873940215457,0.537809605839524,1318.04736328125,601.559184540521,0.840902559677566
"MG53519150","Elonty","Amboasary-Atsimo","Anosy",0.422862093285241,0.321768018257447,0.523049378528025,1422.41394042969,601.484936368206,0.841257028553372
"MG23212190","Andemaka","Vohipeno","Fitovinany",0.422693676798644,0.332876453761176,0.510604183146935,1421.21008300781,600.736515489878,0.84161105636758
"MG21205290","Fenoarivo","Ambalavao","Haute Matsiatra",0.334368702301257,0.243338785268729,0.425267722835733,1795.25939941406,600.278555676214,0.841964814295561
"MG72711390","Antindra","Sambava","Sava",0.357004875031613,0.270233047910201,0.465989706005927,1680.87390136719,600.080177101492,0.842318455314495
"MG23207010a","Fanivelona","Nosy-Varika","Vatovavy",0.413055834498218,0.317682080480964,0.519851146666922,1452.75463867188,600.068779597768,0.842672089616619
"MG53519050a","Berano","Amboasary-Atsimo","Anosy",0.542487242764641,0.444843786472335,0.629188212357411,1105.52514648438,599.733288523285,0.843025526206153
"MG21225190a","Andreamalama","Isandra","Haute Matsiatra",0.441668969533993,0.359412455191067,0.51743846014315,1355.47595214844,598.671667013509,0.843378337157771
"MG22202110","Ambatomifanongoa","Ambatofinandrahana","Amoron I Mania",0.427246201912889,0.348686570963529,0.503952777107591,1395.29699707031,596.13534253875,0.843729653395171
"MG23210490","Ampasimpotsy Sud","Manakara Atsimo","Fitovinany",0.429458044061064,0.343136127844933,0.523834683647532,1387.36437988281,595.814792984463,0.844080780725364
"MG41406112","Antanimasaka","Marovoay","Boeny",0.338074716197111,0.246306110921004,0.434176404725071,1762.26794433594,595.778235144639,0.844431886511183
"MG21205250","Miarinarivo","Ambalavao","Haute Matsiatra",0.467888843008496,0.380982612243507,0.555587732909655,1268.49987792969,593.51694024094,0.844781659664023
"MG51503011","Beroroha","Beroroha","Atsimo Andrefana",0.291585326825247,0.190159802313787,0.426319681490275,2026.5986328125,590.926424692232,0.845129906166603
"MG41415072","Andranoboka","Mahajanga II","Boeny",0.292777829873395,0.203065594057224,0.390546313210073,2017.3818359375,590.644675951786,0.845477986628185
"MG53515053","Mandiso","Taolagnaro","Anosy",0.525942536975942,0.418277225486689,0.645428479528514,1121.73840332031,589.969941665628,0.845825669453368
"MG32304091","Sandrakatsy","Mananara-Avaratra","Analanjirofo",0.369715590823652,0.264409156237134,0.480710008636551,1594.59887695312,589.548065919457,0.846173103657493
"MG11115092","Tankafatra","Andramasina","Analamanga",0.539783623592112,0.433017674813152,0.636386649151778,1090.00769042969,588.368300883406,0.846519842599009
"MG44402090","Ankasakasa Tsibiray","Besalampy","Melaky",0.234558132609007,0.155635986932332,0.328135632547418,2501.166015625,586.668829970111,0.846865580003317
"MG53517250","Bekorobo","Betroka","Anosy",0.402216917725794,0.31905443039343,0.488957822830144,1457.38647460938,586.185495752644,0.847211032567679
"MG22203250","Ambalamanakana","Ambositra","Amoron I Mania",0.547526608162499,0.465364188016621,0.632161836466335,1068.36804199219,584.959930301193,0.847555762878196
"MG41405052","Andranofasika","Ambato Boeni","Boeny",0.355984138279232,0.266084492921282,0.437274958884361,1641.75903320312,584.440174696959,0.847900186884809
"MG25213590","Marovandrika","Farafangana","Atsimo Atsinanana",0.445464422625753,0.362050633767011,0.526319757140608,1310.67529296875,583.859212632164,0.848244268517144
"MG52518290","Anivorano Mitsinjo","Bekily","Androy",0.427768687745135,0.334980506916689,0.515927435202032,1363.68994140625,583.343856726592,0.848588046438419
"MG23209332","Andranomavo","Mananjary","Vatovavy",0.438469129440555,0.344271781835486,0.537013206822187,1330.22253417969,583.261516523977,0.848931775834722
"MG72711090","Nosiarina","Sambava","Sava",0.327347636277378,0.234482834634094,0.426184230721469,1781.43627929688,583.1489552066,0.849275438896058
"MG25213150","Mahavelo","Farafangana","Atsimo Atsinanana",0.451042164618709,0.370262731199858,0.520437225274195,1292.81579589844,583.11443503529,0.849619081613865
"MG23210212","Vatana","Manakara Atsimo","Fitovinany",0.419830124732993,0.331648111339456,0.511134225450111,1388.20788574219,582.811489826467,0.849962545799108
"MG23210151","Sahasinaka","Manakara Atsimo","Fitovinany",0.431538058151834,0.331763826395279,0.533926771082263,1346.39660644531,581.021377047629,0.850304955029811
"MG13113132","Amberomanga","Soavinandriana","Itasy",0.387212751976038,0.313676528363096,0.467650725666462,1494.31689453125,578.618557055732,0.850645948223554
"MG51520358","Beheloka","Toliary-II","Atsimo Andrefana",0.316897200298162,0.208457407196773,0.434477083863427,1825.73974609375,578.571814010186,0.850986913870547
"MG23207172","Antanambao","Nosy-Varika","Vatovavy",0.451899632196829,0.345810203265469,0.561961076660186,1278.04418945312,577.547699145161,0.851327275983149
"MG14111010","Tsiroanomandidy Ville","Tsiroanomandidy","Bongolava",0.319137895043271,0.242839706054913,0.402687727223563,1806.72082519531,576.593081083674,0.851667075517421
"MG22203230","Kianjandrakefina","Ambositra","Amoron I Mania",0.563452832092239,0.48174672781837,0.650296131680952,1022.21734619141,575.97125872536,0.852006508597508
"MG72710170","Ambalabe","Antalaha","Sava",0.290175668299565,0.184845315624629,0.405240880018786,1980.26879882812,574.625822112728,0.852345148780923
"MG21208150","Ikalalao","Ambohimahasoa","Haute Matsiatra",0.514928473446358,0.431149056637151,0.601943384481338,1115.65930175781,574.48474114038,0.852683705822085
"MG31311010","Antanambao Manampontsy","Antanambao Manampontsy","Atsinanana",0.414549142431268,0.318105230042021,0.528800703550641,1384.82690429688,574.078805592017,0.853022023636112
"MG11106310","Merikanjaka","Manjakandriana","Analamanga",0.532025577291767,0.441992094629523,0.621591222907846,1077.392578125,573.200408346818,0.853359823790486
"MG51520133","Soalara Sud","Toliary-II","Atsimo Andrefana",0.294107058525394,0.201401067689982,0.412220293346676,1947.48620605469,572.769439581523,0.853697369965076
"MG43404191","Mangabe","Maevatanana","Betsiboka",0.282677128460719,0.200685284440641,0.36826557000489,2023.50415039062,571.998342660769,0.854034461714556
"MG71717231","Ambarakaraka","Ambilobe","Diana",0.253310618521065,0.177147510971804,0.348081105035015,2255.04760742188,571.227504230483,0.854371099191259
"MG12118170","Ambohitsimanova","Antsirabe II","Vakinankaratra",0.560963063499713,0.461417335441512,0.640822994069293,1017.97387695312,571.045744578305,0.854707629552829
"MG25217030","Mahatsinjo","Vondrozo","Atsimo Atsinanana",0.459493026227447,0.385880471976477,0.535533655167695,1242.33386230469,570.843745975213,0.855044040871986
"MG12110030","Morarano","Ambatolampy","Vakinankaratra",0.57020985221436,0.471395424275325,0.667427886785855,1001.10223388672,570.838356836011,0.8553804490152
"MG41406158","Ankaraobato","Marovoay","Boeny",0.298175654270404,0.213746158224095,0.391176126461401,1912.900390625,570.380325528721,0.855716587230054
"MG12110110","Andriambilany","Ambatolampy","Vakinankaratra",0.614917742411756,0.522025252010109,0.698411510158477,927.448608398438,570.304604479292,0.856052680820756
"MG72716250","Ambinanin'andravory","Vohemar","Sava",0.350800021931031,0.245343847220289,0.479820404339828,1623.01977539062,569.355372801528,0.856388215007447
"MG51512030","Miary Lamatihy","Sakaraha","Atsimo Andrefana",0.365507349510784,0.267402036975668,0.489458034707677,1554.53784179688,568.19500626939,0.856723065363513
"MG31306251","Lohariandava","Brickaville","Atsinanana",0.368873076857166,0.268631931804703,0.478449322536825,1537.8232421875,567.261591008166,0.857057365636545
"MG23210311","Ampasimanjeva","Manakara Atsimo","Fitovinany",0.414301915293609,0.311668717307937,0.511577877292244,1367.20764160156,566.436744519585,0.857391179808613
"MG12109190","Antohobe","Betafo","Vakinankaratra",0.418728549297311,0.322485782359329,0.518914306093739,1348.76843261719,564.767849127803,0.85772401046233
"MG25214270a","Mahabe","Vangaindrano","Atsimo Atsinanana",0.541716021935424,0.426388500707383,0.658859413708193,1042.26318359375,564.610665626156,0.858056748484201
"MG22204010","Fandriana","Fandriana","Amoron I Mania",0.54529422138921,0.456424187857019,0.633252883170602,1033.38940429688,563.501270607924,0.85838883271413
"MG33314210","Ambatovola","Moramanga","Alaotra Mangoro",0.443354975995073,0.344269806510175,0.556156676645164,1268.51232910156,562.401253218277,0.858720268678569
"MG72711059","Ambohimalaza","Sambava","Sava",0.34657210597884,0.258852482536019,0.446943618402175,1621.02746582031,561.802902678887,0.859051352021304
"MG25214092","Bema","Vangaindrano","Atsimo Atsinanana",0.500836217912884,0.409908289775055,0.586860377299191,1119.73974609375,560.806219480327,0.859381847995758
"MG72716350","Belambo","Vohemar","Sava",0.370315087709982,0.256315908769841,0.513631146185709,1511.34997558594,559.675698769586,0.859711677728414
"MG42409132","Maevaranohely","Port-Berge (Boriziny-Vaovao)","Sofia",0.322705559747574,0.228281479742438,0.42483831508601,1734.15588378906,559.621745167698,0.860041475664974
"MG23210130","Ambohitsara M","Manakara Atsimo","Fitovinany",0.433681988751077,0.337731646946043,0.532865285791569,1290.05163574219,559.472158980252,0.860371185446962
"MG24221030a","Andranombao","Iakora","Ihorombe",0.405975019404168,0.32323720065847,0.499581319969887,1377.60314941406,559.272465314616,0.860700777544889
"MG51506090","Tameantsoa","Betioky Atsimo","Atsimo Andrefana",0.32351393520771,0.232860772355856,0.428834358136634,1728.61706542969,559.231709304362,0.861030345624365
"MG42412090","Maroamalona","Befandriana Nord","Sofia",0.278968340398523,0.183699023028451,0.392861144091548,2002.69348144531,558.688076845739,0.861359593328758
"MG21220030","Ambalakely","Lalangina","Haute Matsiatra",0.447953399589665,0.368120225049978,0.535126046232858,1243.07238769531,556.838502004157,0.861687751036252
"MG11107250","Amparatanjona","Anjozorobe","Analamanga",0.446987649132969,0.339598786652621,0.549771996789483,1245.36267089844,556.661732582848,0.86201580456947
"MG33317052","Ambalaomby","Anosibe-An'ala","Alaotra Mangoro",0.52143771357705,0.428675338450937,0.611865009492289,1065.08776855469,555.376930794039,0.862343100939511
"MG32305030a","Betampona","Fenerive Est","Analanjirofo",0.409285941868668,0.327827298084136,0.49728439426602,1354.03210449219,554.186305207499,0.862669695646571
"MG54510050","Tsaraotana","Belo Sur Tsiribihina","Menabe",0.243073529093839,0.172142224462399,0.332281943288906,2278.15502929688,553.759182794071,0.862996038640591
"MG51506015","Maroarivo Ankazomanga","Betioky Atsimo","Atsimo Andrefana",0.311532418541507,0.207822018888962,0.421498432444532,1775.17541503906,553.024690382543,0.863321948781378
"MG42410330","Ambohisoa","Mandritsara","Sofia",0.25890828482326,0.167908739861328,0.361428118702859,2134.59887695312,552.665334017591,0.863647647145213
"MG71719310","Anorontsangana","Ambanja","Diana",0.267861786887305,0.186604550781213,0.361925975666631,2058.93115234375,551.508977544734,0.863972664041642
"MG11115092a","Morarano Soa Firaisana","Andramasina","Analamanga",0.580326463876212,0.475800802668728,0.677253318474673,949.716613769531,551.145684153362,0.864297466840939
"MG21225030","Anjoma Itsara","Isandra","Haute Matsiatra",0.440613194437898,0.34421787888582,0.525989845937899,1244.00280761719,548.124050953923,0.864620488922452
"MG31308090","Masomeloka","Mahanoro","Atsinanana",0.368519905050312,0.278046373320309,0.469270339688537,1487.30139160156,548.100167614205,0.864943496928964
"MG42413110","Anjiamangirana","Antsohihy","Sofia",0.262883893126893,0.17711744865611,0.374694941072945,2084.87133789062,548.079093973362,0.865266492516296
"MG53515252","Analamary","Taolagnaro","Anosy",0.539176791693576,0.418264645020877,0.653642950310099,1013.49346923828,546.452157146288,0.865588529312421
"MG42414190","Marotolana","Bealanana","Sofia",0.310132598453545,0.205306609344306,0.424681777441642,1760.91430664062,546.11692957248,0.865910368551245
"MG21219150","Tanamarina Bekisopa","Ikalamavony","Haute Matsiatra",0.28951920394377,0.19981453715035,0.37501228675427,1885.18029785156,545.795899124463,0.866232018599458
"MG12109030","Andranomafana","Betafo","Vakinankaratra",0.456558312805772,0.371840211187027,0.543524509656423,1193.77429199219,545.027576622858,0.86655321585759
"MG31310191","Mangabe","Toamasina II","Atsinanana",0.373578458072088,0.275048060263306,0.482455900437511,1458.68115234375,544.931855711395,0.866874356705192
"MG23207031","Ambahy","Nosy-Varika","Vatovavy",0.403715504165447,0.307052077778245,0.509385923522129,1349.72595214844,544.905293256794,0.867195481898929
"MG21205072","Andrainjato","Ambalavao","Haute Matsiatra",0.438443462373422,0.35906126768872,0.531199750694005,1241.51953125,544.336121885478,0.867516271666917
"MG11107150","Betatao","Anjozorobe","Analamanga",0.465086807058736,0.367095564339854,0.556830373544243,1169.9345703125,544.121133774275,0.867836934737477
"MG12116090","Andranomiady","Faratsiho","Vakinankaratra",0.56581492123054,0.472479999761718,0.66840253223856,960.791381835938,543.630100032483,0.868157308430585
"MG25217030b","Ambodirano","Vondrozo","Atsimo Atsinanana",0.438460627867535,0.360957061377672,0.517752600034227,1239.849609375,543.62523818788,0.868477679258496
"MG51504130","Antanimieva","Morombe","Atsimo Andrefana",0.322821435381238,0.230179261278621,0.43388987178473,1682.71923828125,543.217839845576,0.868797809997215
"MG12118210","Manandona","Antsirabe II","Vakinankaratra",0.55593579314735,0.466071878206627,0.638216763771507,976.104187011719,542.651255400809,0.869117606834719
"MG23212110","Lanivo","Vohipeno","Fitovinany",0.432338704403314,0.339929426358421,0.520386412343041,1254.32470703125,542.293118738956,0.86943719261407
"MG13105030","Arivonimamo II","Arivonimamo","Itasy",0.54366093988575,0.468849617384249,0.628599713670121,995.085815429688,540.989289683482,0.869756010017038
"MG11104150","Tsaramasoandro","Ankazobe","Analamanga",0.424256772893937,0.31178002218387,0.548662225225395,1274.48413085938,540.708524462932,0.870074661958619
"MG24218030a","Kotipa","Ivohibe","Ihorombe",0.36567149215463,0.281933383692138,0.459130619630226,1474.53234863281,539.194444154832,0.870392421617929
"MG44421150","Antsondrodava","Maintirano","Melaky",0.260235237102322,0.173794676036002,0.362715298806814,2066.23950195312,537.708326700954,0.870709305474121
"MG42409112","Ambodisakoana","Port-Berge (Boriziny-Vaovao)","Sofia",0.231379433310786,0.15753515217961,0.320420358179907,2320.01586914062,536.803957073789,0.871025656364537
"MG32304070","Ambodiampana","Mananara-Avaratra","Analanjirofo",0.354769051368981,0.25606981959034,0.47201134577539,1511.96020507812,536.396687663216,0.871341767241745
"MG31307151","Ilaka Est","Vatomandry","Atsinanana",0.356101494828021,0.262262590942101,0.465689409552491,1506.03833007812,536.302500609117,0.871657822612359
"MG51512012","Miary Taheza","Sakaraha","Atsimo Andrefana",0.36107977904696,0.274190870968236,0.459650735083955,1482.26733398438,535.216761443605,0.871973238131968
"MG31307152","Niarovana Caroline","Vatomandry","Atsinanana",0.357857673216388,0.258962975042893,0.476582666001685,1489.77307128906,533.126724911937,0.872287421945088
"MG51505030a","Ankeriky","Ankazoabo","Atsimo Andrefana",0.331103159193655,0.232462987149632,0.454709185128721,1608.68310546875,532.640058362164,0.872601318954441
"MG52518252","Vohimanga","Bekily","Androy",0.412659261932733,0.310461144139233,0.520567817788092,1290.22827148438,532.424646235488,0.872915089016485
"MG13105070","Ampahimanga","Arivonimamo","Itasy",0.566965876734662,0.492205625204039,0.64785475739415,938.151733398438,531.900020036388,0.87322854990427
"MG54509052","Befotaka","Mahabo","Menabe",0.316193986453598,0.226053026103393,0.413722962227894,1681.39526367188,531.647071224609,0.873541861723517
"MG52518152","Maroviro","Bekily","Androy",0.370200499469639,0.279216256497415,0.459484720387201,1431.97106933594,530.116405094237,0.873854271486087
"MG43416051","Betaimboay","Kandreho","Betsiboka",0.293963945406764,0.217002310197576,0.378771004441951,1800.45837402344,529.269847168578,0.874166182352645
"MG33314291","Mandialaza","Moramanga","Alaotra Mangoro",0.456267740196975,0.367887445221173,0.551443927763115,1155.97497558594,527.434089834849,0.874477011365279
"MG32305090","Ambatoharanana","Fenerive Est","Analanjirofo",0.407376427402636,0.331456299890156,0.489621016566052,1294.43981933594,527.324269088787,0.874787775658027
"MG22204170a","Isandrandahy Ambony","Fandriana","Amoron I Mania",0.572482575954792,0.487267746422432,0.656200836948009,920.945678710938,527.225354462872,0.875098481658117
"MG53515114","Analapatsy","Taolagnaro","Anosy",0.485250988973966,0.390117191726387,0.579561583323334,1085.60437011719,526.790594233825,0.875408931444027
"MG54511110","Itondy","Miandrivazo","Menabe",0.224660752476558,0.151039833769455,0.311155135301113,2344.3505859375,526.683566705579,0.875719318156158
"MG11115071a","Anjoma Faliarivo","Andramasina","Analamanga",0.564624135149339,0.465739440115328,0.654943855600234,931.34375,525.859159370492,0.876029219026128
"MG22203030","Ambositra II","Ambositra","Amoron I Mania",0.550153682516366,0.474428416675904,0.635829207199311,955.156677246094,525.482963367034,0.876338898195161
"MG42412130","Antsakanalabe","Befandriana Nord","Sofia",0.221157122674222,0.147464274971536,0.307330861623638,2374.61669921875,525.163396653377,0.876648389036195
"MG22203450","Sahatsiho Ambohimanjaka","Ambositra","Amoron I Mania",0.547656598059385,0.448454264421733,0.629738017004903,955.01025390625,523.017666766126,0.876956615349368
"MG33316072","Maitsokely","Andilamena","Alaotra Mangoro",0.3665272251026,0.267402650420386,0.466118971880037,1425.04895019531,522.319237350461,0.877264430062058
